distance_km,current_speed,preceding_gap_km,signal_aspect,congestion_index,weather_impact,speed_restriction,actual_time_mins
68,98.47,12.42,2,0.66,1.0,110,54.54
15,72.24,2.83,2,0.13,1.2,80,29.08
76,41.99,21.35,2,0.81,1.0,50,121.9
84,51.02,20.69,2,0.79,1.0,110,112.15
84,64.49,4.12,2,0.87,1.0,80,143.69
55,55.56,15.06,2,0.3,1.0,110,65.1
84,59.71,2.64,1,0.95,1.5,50,269.33
15,80.93,8.52,1,0.66,1.0,80,28.84
76,60.27,4.73,2,0.53,1.0,50,163.24
76,56.37,23.95,2,0.59,1.0,110,94.26
55,43.49,12.66,0,0.14,1.0,110,130.38
55,109.96,23.18,2,0.4,1.0,110,37.43
55,49.71,16.97,2,0.92,1.2,80,96.83
84,62.73,16.2,2,0.47,1.0,80,89.19
15,99.78,2.66,2,0.85,1.0,80,34.07
68,74.46,5.12,1,0.26,1.0,110,97.01
68,45.75,23.44,2,0.9,1.5,80,149.16
68,46.27,13.37,2,0.79,1.0,110,101.98
55,55.41,4.21,2,0.34,1.0,30,189.71
15,72.37,19.39,2,0.75,1.0,50,32.09
76,107.96,10.78,0,0.84,1.0,110,84.4
84,94.57,17.11,2,0.86,1.2,110,78.85
55,98.15,16.62,2,0.76,1.0,80,55.31
55,102.17,11.77,2,0.31,1.2,110,47.38
68,65.35,3.31,2,0.29,1.0,50,142.09
55,62.64,2.98,2,0.64,1.0,80,99.93
68,91.49,22.64,2,0.15,1.0,110,48.75
84,73.8,9.3,2,0.85,1.0,80,85.23
68,54.49,11.15,2,0.27,1.2,80,94.55
84,77.72,23.42,0,0.43,1.0,50,175.9
15,42.62,22.09,0,0.51,1.0,50,44.95
62,54.15,19.28,0,0.47,1.2,110,148.27
76,81.43,6.81,1,0.57,1.2,30,313.43
55,94.11,23.36,1,0.84,1.0,80,82.21
62,48.01,22.82,1,0.88,1.0,50,145.12
15,62.09,11.7,2,0.17,1.2,110,22.35
55,55.14,23.87,2,0.83,1.0,110,74.81
55,58.27,24.75,0,0.84,1.0,80,108.31
84,69.97,23.12,2,0.35,1.0,110,79.27
55,66.6,10.38,2,0.86,1.0,80,63.85
76,78.35,16.29,0,0.65,1.0,80,107.94
68,47.59,3.15,0,0.71,1.0,110,155.6
55,70.71,4.38,2,0.57,1.2,80,102.72
55,89.95,20.22,2,0.48,1.2,80,59.44
55,51.48,9.95,2,0.6,1.2,50,90.58
84,55.68,9.47,2,0.22,1.5,110,140.42
55,91.25,15.68,2,0.75,1.5,110,66.12
55,53.13,12.46,2,0.91,1.0,110,78.17
62,95.2,11.21,2,0.18,1.0,110,42.63
76,75.39,13.8,2,0.41,1.0,110,68.71
84,84.17,15.72,0,0.73,1.0,50,180.89
68,89.54,24.07,2,0.75,1.0,50,95.67
68,42.66,8.79,2,0.94,1.0,30,152.41
84,40.61,18.59,1,0.43,1.0,30,289.25
62,94.28,23.14,2,0.74,1.0,110,52.24
15,62.81,23.93,2,0.39,1.0,50,26.61
55,96.48,15.57,2,0.25,1.0,50,72.57
84,78.93,12.47,2,0.21,1.0,80,68.21
76,79.74,15.55,2,0.46,1.5,110,93.57
84,51.16,20.85,2,0.53,1.0,110,106.97
62,103.52,6.43,2,0.96,1.0,110,52.58
15,103.84,3.36,2,0.79,1.0,50,44.79
68,87.82,19.4,2,0.53,1.0,110,57.17
84,80.77,17.48,1,0.51,1.0,110,115.85
62,63.78,8.81,0,0.59,1.0,110,107.23
76,75.03,22.1,2,0.99,1.0,30,169.4
68,46.34,7.44,2,0.43,1.0,80,95.4
62,93.02,17.55,1,0.32,1.0,110,72.05
15,64.66,23.14,0,0.98,1.2,50,50.79
68,79.62,16.99,1,0.6,1.0,110,96.89
84,88.04,15.13,2,1.0,1.0,110,74.77
76,47.87,16.63,1,0.22,1.0,110,163.55
76,43.18,18.33,2,0.64,1.0,80,118.66
62,79.73,21.41,2,0.4,1.2,80,66.48
68,76.23,10.05,1,0.86,1.0,50,150.9
55,88.11,14.92,1,0.41,1.0,110,73.23
15,51.97,20.49,2,0.48,1.5,80,36.14
55,109.74,21.02,2,0.2,1.5,110,49.6
62,84.02,24.38,2,0.36,1.0,110,49.77
62,81.91,15.64,2,0.32,1.2,80,62.26
55,53.2,9.66,2,0.67,1.0,80,72.23
76,104.36,10.82,2,0.15,1.5,110,69.2
68,52.02,10.05,2,0.66,1.0,110,92.01
76,54.48,2.11,1,0.21,1.0,50,157.91
76,42.28,13.72,1,0.22,1.2,110,220.94
15,58.73,11.69,2,0.45,1.0,110,22.97
62,90.17,5.67,2,0.12,1.0,80,49.62
76,104.59,5.39,2,0.48,1.0,110,51.85
68,69.23,14.52,2,0.81,1.0,110,74.36
55,48.71,22.63,1,0.74,1.0,110,127.68
55,70.09,15.25,2,0.68,1.0,80,59.47
55,91.81,12.28,2,0.86,1.0,110,51.51
68,66.32,21.62,2,0.19,1.0,110,66.97
76,44.4,6.66,2,0.79,1.0,30,164.5
55,103.9,20.81,2,0.5,1.0,50,75.37
76,53.14,4.94,2,0.68,1.2,110,183.43
15,47.02,10.9,0,0.75,1.0,50,44.16
84,51.17,21.08,2,0.51,1.0,110,108.99
15,97.73,5.36,0,0.7,1.0,110,29.15
76,70.47,19.63,2,0.54,1.5,110,105.84
68,87.58,15.32,2,0.83,1.0,110,61.64
68,95.06,12.14,1,0.67,1.2,110,98.24
55,74.96,11.19,1,0.36,1.0,110,80.75
15,93.48,22.76,1,0.16,1.0,80,23.06
62,63.24,11.03,1,0.54,1.2,80,128.4
62,73.37,22.71,2,0.15,1.0,110,53.82
55,108.83,20.6,2,0.1,1.0,110,33.32
68,55.6,19.99,2,0.16,1.0,110,77.0
62,52.71,11.73,2,0.38,1.0,110,77.61
55,95.02,6.72,0,0.12,1.0,80,74.16
55,58.88,18.08,2,0.22,1.0,80,59.76
68,50.02,6.86,2,0.8,1.0,50,96.52
55,102.41,8.4,2,0.2,1.0,80,46.62
68,42.88,21.47,2,0.62,1.0,30,147.18
76,67.48,24.75,2,0.18,1.0,30,158.18
62,70.77,19.89,0,0.61,1.0,110,98.7
84,45.78,16.69,2,0.91,1.5,110,181.64
62,59.9,7.49,0,0.93,1.2,80,140.18
55,107.22,3.33,0,0.47,1.0,110,60.96
68,97.51,12.89,2,0.96,1.2,50,115.45
62,96.75,19.85,1,0.4,1.2,50,156.62
55,100.61,3.25,2,0.79,1.0,110,68.31
68,61.15,7.43,2,0.76,1.0,110,80.88
84,68.48,4.62,2,1.0,1.0,80,138.53
84,54.08,2.44,1,0.77,1.0,110,170.76
76,46.53,12.51,2,0.84,1.0,110,112.14
15,92.64,5.71,2,0.78,1.0,80,25.48
15,48.27,5.48,1,0.51,1.2,110,46.83
62,40.83,10.53,2,0.86,1.0,30,138.27
62,68.52,5.72,1,0.98,1.0,30,224.31
68,93.99,8.78,0,0.81,1.0,50,149.89
15,59.51,9.79,2,0.6,1.0,30,43.06
68,41.03,11.08,0,0.82,1.5,80,262.87
68,67.82,9.82,2,0.69,1.0,50,94.85
15,98.33,19.74,2,0.15,1.5,110,16.36
55,52.04,21.02,2,0.24,1.2,50,84.7
68,71.64,6.31,2,0.36,1.0,80,64.84
55,58.53,12.81,1,0.16,1.0,50,116.3
62,78.93,10.55,0,0.86,1.0,110,93.97
68,60.68,5.66,2,0.88,1.0,30,150.45
55,100.66,11.23,0,0.67,1.0,110,68.16
15,70.68,5.02,2,0.76,1.5,80,31.24
15,96.55,3.9,2,0.27,1.0,110,20.04
55,44.41,9.32,2,0.32,1.0,110,81.35
84,101.64,22.19,1,0.35,1.0,110,89.76
84,84.67,18.37,2,0.21,1.0,50,106.2
62,42.22,21.38,2,0.67,1.5,110,145.33
55,44.31,18.56,2,0.75,1.0,80,88.98
76,69.56,21.84,2,0.63,1.0,110,75.18
55,76.45,6.03,2,0.92,1.0,110,57.17
84,104.79,3.43,2,0.81,1.0,110,95.16
76,74.96,20.46,2,0.4,1.2,110,80.88
55,102.39,22.79,1,0.44,1.2,110,74.34
15,97.92,11.68,2,0.25,1.0,110,14.86
68,45.91,14.07,2,0.16,1.0,110,92.37
15,83.22,15.17,1,0.69,1.0,110,31.54
62,93.82,19.96,2,0.74,1.0,110,52.82
62,61.05,20.27,2,0.32,1.0,110,67.82
76,84.56,3.93,0,0.36,1.0,50,159.09
62,94.22,7.34,2,0.67,1.0,110,51.66
68,93.14,18.3,2,0.37,1.5,110,73.18
62,78.34,14.89,2,0.9,1.0,80,62.94
62,91.93,24.76,0,0.29,1.0,110,74.65
55,70.06,21.04,2,0.21,1.0,80,52.64
76,63.06,4.63,1,0.74,1.0,80,135.43
76,105.25,8.22,1,0.12,1.0,110,76.36
76,65.74,18.17,2,0.11,1.2,110,85.75
84,102.02,9.31,2,0.4,1.2,110,66.46
84,48.33,18.6,0,0.42,1.0,80,181.88
68,48.01,19.15,2,0.61,1.2,80,114.65
55,103.53,11.82,2,0.46,1.0,30,118.3
76,105.05,19.44,2,0.19,1.0,80,61.28
76,59.81,21.94,0,0.42,1.0,50,159.97
68,45.07,5.66,1,0.74,1.0,30,239.3
55,54.88,14.85,2,0.17,1.2,50,82.8
15,67.63,15.41,2,0.67,1.0,80,26.36
62,50.25,18.55,2,0.21,1.0,50,78.77
55,67.33,22.35,2,0.13,1.2,110,63.12
84,60.03,11.45,2,0.6,1.0,110,93.27
76,84.3,22.38,2,0.94,1.2,110,81.1
62,75.42,2.78,1,0.96,1.5,110,139.1
62,85.72,6.28,2,0.7,1.0,110,56.81
62,101.47,5.8,0,0.5,1.0,110,69.89
55,104.39,15.15,2,0.85,1.5,110,62.8
84,59.1,20.39,1,0.2,1.0,80,147.64
62,79.0,16.67,1,0.7,1.5,110,128.6
84,62.35,19.25,1,0.97,1.2,110,179.12
68,55.12,5.91,1,0.6,1.5,50,215.17
76,57.31,18.17,0,0.64,1.0,110,143.52
55,40.24,2.36,2,0.18,1.2,110,169.49
62,48.89,4.63,2,0.36,1.0,30,215.56
55,56.18,5.21,2,0.83,1.2,30,145.54
15,70.36,10.26,1,0.84,1.2,80,38.81
15,69.9,11.95,2,0.44,1.0,50,27.01
84,84.09,6.57,1,0.15,1.0,110,103.36
15,56.86,24.88,2,0.64,1.0,110,28.2
55,90.63,4.96,2,0.37,1.2,110,81.79
15,66.78,21.8,2,0.59,1.0,110,24.39
68,50.18,23.27,2,0.47,1.0,110,89.96
84,75.85,22.78,2,0.24,1.0,80,72.84
68,93.05,17.58,2,0.6,1.0,110,54.3
62,77.88,20.32,2,0.44,1.2,110,66.97
84,50.01,20.62,1,0.72,1.0,110,182.12
68,74.72,3.19,2,0.1,1.0,110,95.46
15,104.79,10.02,2,0.72,1.5,80,27.84
68,45.91,4.26,2,0.25,1.0,110,153.78
76,55.07,14.54,2,0.37,1.0,110,90.63
62,66.91,17.95,2,0.46,1.0,80,64.81
55,49.82,19.39,2,0.68,1.0,110,78.85
76,44.65,8.06,2,0.43,1.0,30,160.08
15,49.05,23.8,2,0.5,1.0,110,30.62
76,63.94,12.65,0,0.62,1.0,110,128.81
68,105.53,7.87,1,0.64,1.0,110,77.63
55,48.47,15.28,0,0.86,1.0,110,128.31
62,77.8,21.43,1,0.13,1.2,80,98.56
76,67.68,11.9,2,0.21,1.2,30,186.6
62,40.31,4.29,2,0.87,1.0,110,168.0
84,45.08,23.01,1,0.52,1.0,50,196.45
84,91.25,15.78,1,0.97,1.0,110,108.72
55,91.77,4.73,2,0.87,1.0,80,84.95
15,65.19,19.02,1,0.7,1.0,80,36.19
15,69.01,16.19,1,0.31,1.0,80,28.85
76,92.49,23.61,1,0.61,1.0,30,264.01
84,69.8,17.4,2,0.18,1.0,110,78.0
62,63.31,10.96,2,0.44,1.2,50,98.43
84,55.88,23.98,0,0.35,1.0,110,157.45
68,106.11,6.33,2,0.48,1.5,110,68.0
15,74.08,13.71,2,0.8,1.0,80,24.06
15,80.81,5.15,2,0.32,1.0,110,17.24
76,85.96,24.88,2,0.51,1.0,110,62.58
76,66.61,10.58,2,0.55,1.0,110,79.37
84,85.99,5.55,2,0.47,1.0,110,65.96
68,64.27,11.98,1,0.86,1.0,30,240.69
76,103.25,18.06,2,0.44,1.0,80,65.3
15,61.89,9.72,2,0.51,1.0,30,38.27
68,102.18,6.74,0,0.21,1.0,80,90.02
15,98.89,6.91,2,0.85,1.0,50,31.95
15,65.21,19.91,1,0.33,1.0,110,30.02
62,54.43,2.16,1,0.19,1.2,30,253.12
84,102.9,14.58,2,0.47,1.0,110,56.85
76,106.96,6.64,2,0.83,1.0,110,55.83
55,103.76,21.28,2,0.13,1.0,50,70.33
84,84.96,2.18,0,0.26,1.0,80,111.71
76,42.94,7.92,1,0.94,1.0,110,195.18
62,75.78,18.75,2,0.23,1.0,110,54.57
68,42.05,16.43,2,0.14,1.0,80,102.18
62,58.45,15.9,2,0.94,1.0,80,79.66
15,60.88,7.77,2,0.55,1.0,50,29.88
62,47.77,19.39,1,0.43,1.0,30,215.54
68,67.88,5.56,2,0.94,1.2,80,87.47
68,77.91,21.36,2,0.15,1.2,80,67.59
84,94.89,4.16,2,0.36,1.2,110,113.73
15,77.5,12.58,2,0.44,1.0,110,20.09
84,81.73,15.15,2,0.59,1.0,110,72.77
55,82.98,7.92,1,0.54,1.0,80,78.63
84,101.73,20.12,2,0.66,1.2,80,88.69
68,97.88,16.05,2,0.23,1.5,110,68.03
15,68.99,3.66,2,0.74,1.0,80,34.45
62,100.28,24.88,1,0.62,1.0,50,139.01
68,87.44,9.59,1,0.8,1.0,110,93.08
68,49.74,24.99,2,0.82,1.0,110,95.76
15,42.54,19.5,2,0.38,1.0,80,30.03
15,61.17,5.0,2,0.18,1.0,110,28.96
84,61.14,14.31,2,0.5,1.0,110,93.08
62,41.78,20.46,2,0.52,1.0,110,97.59
55,81.74,14.28,2,0.94,1.0,110,57.2
55,105.46,9.17,0,0.7,1.0,110,64.71
62,95.09,20.02,2,0.47,1.0,30,132.98
84,79.29,22.36,1,0.49,1.0,110,114.79
55,86.53,21.83,2,0.72,1.0,110,52.53
68,67.45,17.06,1,0.78,1.2,110,135.28
15,41.64,6.68,1,0.43,1.0,80,44.35
84,51.45,11.25,1,0.3,1.0,80,171.09
76,40.01,2.24,2,0.32,1.0,80,195.55
84,61.15,7.1,2,0.86,1.0,50,115.85
55,81.32,3.92,2,0.91,1.2,80,98.55
55,48.98,3.67,2,0.71,1.0,110,123.49
62,100.36,18.92,2,0.38,1.2,30,155.73
62,51.84,18.14,0,0.63,1.0,30,218.41
68,42.08,5.01,2,0.19,1.5,110,150.4
84,65.18,15.42,1,0.58,1.0,110,139.51
15,97.22,9.61,1,0.28,1.0,110,20.34
68,79.45,17.52,0,0.96,1.0,110,104.43
15,75.2,2.18,0,0.34,1.0,110,25.94
84,100.42,19.12,2,0.15,1.0,80,68.01
76,64.64,17.2,1,0.58,1.0,50,163.22
84,82.71,17.02,2,0.68,1.0,80,75.67
55,106.42,14.83,2,0.76,1.0,30,123.0
62,61.63,14.87,2,0.73,1.0,110,72.29
68,96.79,12.77,2,0.4,1.0,80,59.46
62,52.63,22.85,2,0.48,1.2,30,157.21
76,54.11,20.27,0,0.39,1.0,110,147.36
84,52.35,3.97,1,0.25,1.2,110,199.6
84,42.41,9.07,2,0.95,1.0,80,133.93
62,99.56,14.47,1,0.29,1.0,110,69.18
84,59.67,21.82,2,0.48,1.2,80,110.19
84,51.63,21.56,2,0.11,1.0,80,101.52
68,97.69,23.81,1,0.64,1.0,110,80.37
84,42.11,4.38,2,0.9,1.0,110,215.09
76,56.92,2.7,2,0.74,1.0,30,265.28
62,79.92,4.35,2,0.82,1.0,30,221.21
62,49.68,14.04,1,0.88,1.2,50,166.09
84,83.02,13.56,2,0.21,1.0,80,69.19
55,81.52,24.4,2,0.38,1.2,80,57.22
62,52.85,2.26,1,0.19,1.2,80,146.08
15,97.64,19.08,2,0.42,1.0,110,17.46
84,107.72,10.12,2,0.83,1.5,110,83.26
84,87.45,15.68,2,0.43,1.0,110,64.54
68,82.65,12.38,2,0.92,1.2,50,112.0
68,73.26,20.94,2,0.77,1.0,30,150.05
15,101.1,9.72,2,0.84,1.0,110,22.74
76,108.4,12.54,0,0.36,1.0,110,77.62
68,43.24,16.16,2,0.12,1.2,50,115.89
76,42.65,16.11,2,0.53,1.0,80,115.06
55,105.54,10.95,0,0.13,1.0,110,55.85
55,63.67,5.33,2,0.62,1.5,110,88.58
76,45.72,10.01,2,0.27,1.0,80,105.83
62,62.65,6.36,2,0.26,1.0,110,65.35
15,64.19,2.26,2,0.97,1.2,80,45.12
76,79.66,8.84,2,0.48,1.0,110,67.04
62,41.47,12.28,1,0.54,1.0,80,159.57
62,41.47,21.48,2,0.14,1.2,30,153.28
62,84.66,17.94,2,0.24,1.5,110,72.67
15,64.1,14.86,2,0.25,1.0,30,34.04
62,96.61,22.42,0,0.98,1.0,30,222.42
84,94.38,5.5,2,0.14,1.0,30,173.94
68,43.95,7.62,2,0.99,1.0,30,152.29
76,83.49,22.04,2,0.5,1.2,110,75.68
55,109.53,2.45,2,0.78,1.0,110,64.52
76,69.51,15.85,2,0.19,1.5,30,232.33
55,48.39,20.19,2,0.15,1.0,80,70.62
62,54.25,14.65,2,0.43,1.0,80,77.68
84,52.36,23.56,2,0.77,1.0,110,109.64
62,76.18,18.55,1,0.87,1.0,110,94.71
62,108.93,22.37,2,0.59,1.2,110,52.61
84,63.02,17.4,2,0.34,1.5,110,128.49
84,104.14,8.92,1,0.96,1.0,110,97.67
84,80.06,17.94,2,0.8,1.5,50,165.37
84,63.89,20.07,2,0.4,1.0,110,86.51
15,64.25,16.27,2,0.11,1.0,50,21.41
55,100.63,18.85,2,0.76,1.0,50,80.78
55,102.9,10.02,2,0.12,1.0,110,36.53
84,48.28,18.62,0,0.19,1.2,80,213.63
62,97.44,10.67,2,0.22,1.0,80,50.59
68,58.63,20.58,0,0.97,1.0,80,134.71
68,101.54,10.11,0,0.42,1.0,50,144.14
68,92.08,12.52,2,0.77,1.0,110,57.39
68,97.51,17.74,0,0.14,1.0,50,138.75
84,52.06,3.43,2,0.52,1.0,50,179.67
68,93.97,19.05,2,0.85,1.0,80,65.41
68,109.71,9.21,2,0.53,1.5,80,84.92
15,109.49,12.71,2,0.54,1.5,110,23.13
76,40.98,16.28,2,0.91,1.2,80,148.98
84,84.19,2.89,0,0.1,1.0,50,171.25
68,48.29,15.65,2,0.47,1.2,50,110.78
55,97.53,18.42,2,0.1,1.2,110,44.12
62,49.93,17.45,2,0.15,1.2,110,93.48
55,46.36,21.87,0,0.37,1.0,50,126.87
76,107.67,20.82,2,0.65,1.0,80,68.08
68,104.76,19.62,2,0.89,1.0,110,54.48
68,63.97,18.12,1,0.91,1.0,110,123.01
68,96.04,5.37,1,0.56,1.0,50,146.39
84,46.76,21.56,1,0.88,1.0,80,196.81
15,50.28,18.5,2,0.78,1.0,30,44.66
84,71.42,13.68,2,0.96,1.0,110,87.59
55,43.71,18.36,2,0.92,1.0,110,90.84
62,68.55,21.04,2,0.19,1.0,110,59.1
84,86.51,21.87,1,0.65,1.2,110,127.95
76,67.52,12.71,2,0.46,1.0,30,160.56
68,48.0,22.65,1,0.99,1.0,80,156.79
68,86.52,10.12,2,0.17,1.5,110,76.75
15,100.32,5.18,1,0.71,1.2,110,30.62
76,43.24,5.97,2,0.22,1.0,80,111.27
55,63.08,24.3,0,0.85,1.5,80,145.25
68,73.26,8.99,1,0.71,1.0,110,104.78
68,59.13,8.7,2,0.7,1.2,80,95.2
55,83.24,10.57,1,0.38,1.0,80,74.38
76,51.6,14.39,2,0.2,1.0,110,91.71
15,109.56,18.37,2,0.93,1.2,110,25.75
76,55.25,14.34,2,0.74,1.0,110,94.96
68,91.76,14.2,2,0.57,1.0,110,54.94
76,86.01,6.42,2,0.28,1.0,50,96.62
55,105.37,7.14,1,0.57,1.5,110,86.99
76,82.4,20.63,2,0.17,1.0,50,95.78
55,88.1,18.74,2,0.58,1.0,80,48.63
76,69.23,6.39,2,0.72,1.0,110,75.92
15,48.25,9.96,2,0.65,1.0,110,32.16
84,40.53,6.77,1,0.15,1.0,110,211.75
68,47.45,24.49,2,0.27,1.0,110,91.98
62,82.08,16.63,2,0.85,1.0,110,60.18
84,62.14,10.33,2,0.97,1.0,80,97.69
84,43.92,5.61,2,0.2,1.0,30,171.3
68,46.0,11.09,2,0.58,1.0,110,100.39
62,90.08,6.13,2,0.59,1.0,110,52.82
62,84.91,7.14,2,0.32,1.0,50,82.09
76,91.74,5.2,2,0.53,1.0,110,61.84
55,45.73,23.64,2,0.31,1.0,50,78.46
76,108.96,10.76,2,0.73,1.0,50,102.99
62,84.5,19.87,2,0.51,1.0,30,131.11
55,69.51,4.29,0,0.31,1.0,110,87.48
55,76.69,6.94,2,0.35,1.0,80,50.48
68,73.69,11.85,0,0.86,1.5,50,219.59
15,54.59,22.74,1,0.76,1.0,30,65.64
15,103.45,15.56,2,0.55,1.0,110,18.56
68,103.75,21.95,1,0.81,1.5,80,140.66
68,94.02,19.1,1,0.27,1.0,80,89.4
84,90.62,14.67,0,0.82,1.5,80,171.71
84,86.85,3.58,2,0.36,1.0,80,111.62
62,104.9,18.23,2,0.21,1.2,80,61.67
68,52.57,13.95,0,0.15,1.0,80,131.63
76,81.57,11.74,2,0.28,1.0,80,63.29
84,72.28,11.57,2,0.63,1.0,80,82.76
68,86.14,20.6,1,0.16,1.0,110,84.16
68,70.45,20.36,2,0.76,1.0,110,71.62
15,75.4,6.65,1,0.24,1.0,110,23.53
84,98.82,17.94,2,0.39,1.5,50,158.29
84,50.82,14.71,1,0.87,1.0,50,183.62
76,54.13,7.07,2,0.88,1.0,50,107.44
62,85.08,6.7,0,0.25,1.0,30,212.68
68,104.23,22.71,2,0.27,1.0,110,45.21
62,61.23,15.18,2,0.22,1.0,50,80.53
76,61.28,8.89,0,0.63,1.0,50,161.17
76,65.79,3.61,2,0.28,1.0,110,120.16
68,92.0,23.15,2,0.45,1.0,110,52.7
62,40.23,10.13,2,0.76,1.2,110,125.34
76,100.52,15.64,1,0.37,1.0,110,82.46
62,57.66,23.62,2,0.26,1.2,80,82.65
55,67.2,12.84,2,0.53,1.0,110,58.58
76,46.47,5.56,2,0.3,1.0,80,105.83
62,50.51,16.4,2,0.37,1.0,110,80.83
62,92.79,3.88,2,0.64,1.0,110,79.04
84,67.2,10.67,1,0.18,1.2,50,206.42
68,43.73,19.81,2,0.74,1.0,110,105.78
62,77.23,11.19,2,0.69,1.0,110,59.72
55,58.22,17.22,2,0.52,1.0,50,74.51
68,64.07,23.52,2,0.37,1.0,110,72.98
15,68.15,15.32,2,0.75,1.5,110,31.14
76,83.61,5.91,1,0.92,1.0,50,169.97
55,104.64,15.67,1,0.4,1.0,80,76.95
84,100.13,6.02,2,0.72,1.5,110,89.03
68,86.14,2.51,1,0.96,1.0,110,96.31
76,45.65,4.73,2,0.87,1.0,110,181.97
84,78.88,20.86,1,0.59,1.0,30,291.95
15,90.16,23.15,1,0.94,1.0,110,32.49
76,88.19,10.93,2,0.67,1.0,110,63.35
55,93.97,13.99,0,0.54,1.0,110,69.09
84,90.81,8.3,2,0.91,1.0,30,183.67
62,88.99,14.15,2,0.43,1.0,80,54.87
76,53.19,3.61,2,0.35,1.0,80,151.7
68,102.51,5.97,2,0.5,1.5,30,215.35
55,43.47,20.39,2,0.61,1.0,110,87.76
68,82.52,11.47,2,0.13,1.0,110,53.43
76,78.04,9.25,2,0.69,1.0,110,71.08
55,84.87,7.18,2,0.83,1.0,110,53.15
55,49.54,6.15,0,0.95,1.2,30,235.64
15,57.19,2.4,1,0.5,1.0,80,34.66
62,73.0,14.97,1,0.74,1.0,110,98.83
62,80.53,18.81,1,0.41,1.0,80,85.21
15,50.52,13.59,2,0.88,1.0,30,43.46
15,50.59,16.4,2,0.88,1.2,110,35.26
62,82.19,5.2,1,0.92,1.5,30,326.21
62,95.83,19.42,2,0.45,1.2,50,99.31
84,62.62,14.03,2,0.26,1.0,110,85.75
55,102.59,13.92,2,0.5,1.0,80,48.86
15,82.58,2.11,2,0.17,1.0,110,23.07
55,76.39,17.36,1,0.99,1.5,110,125.87
62,109.35,10.15,2,0.92,1.0,110,49.36
68,86.66,14.01,2,0.86,1.5,50,138.16
15,41.9,10.54,2,0.28,1.0,110,27.53
15,40.63,9.38,2,0.55,1.0,110,34.03
15,65.51,15.58,0,0.59,1.2,110,37.34
68,44.74,10.18,2,0.56,1.0,80,101.43
68,107.25,19.67,2,0.98,1.0,110,55.14
15,58.98,24.0,1,0.5,1.0,110,34.8
62,101.49,14.58,2,0.38,1.0,110,43.93
15,45.16,22.52,2,0.8,1.2,110,37.53
55,92.21,20.29,0,0.68,1.0,80,82.52
68,92.48,3.97,2,0.34,1.2,110,94.49
68,50.37,5.95,0,0.74,1.0,30,240.37
84,64.93,10.75,0,0.25,1.0,110,135.88
15,109.85,10.85,2,0.76,1.0,30,45.15
68,89.74,5.46,2,0.85,1.0,110,60.45
76,47.01,17.41,1,0.58,1.0,50,172.29
55,48.83,21.57,2,0.68,1.0,110,81.02
62,80.7,6.94,2,0.77,1.0,80,59.16
62,72.62,16.73,2,0.9,1.0,30,140.58
55,106.0,6.68,0,0.88,1.0,80,83.09
55,87.33,4.97,2,0.58,1.0,80,80.93
84,106.32,23.51,2,0.99,1.0,110,64.18
62,88.42,23.16,2,0.79,1.0,110,56.91
68,54.08,22.75,1,0.88,1.0,110,142.92
84,86.87,21.49,2,0.94,1.5,110,102.23
15,80.18,24.55,2,0.84,1.0,50,32.17
62,73.83,21.75,1,0.61,1.2,110,110.17
76,97.24,24.91,2,0.51,1.0,50,99.84
55,64.82,2.35,2,0.12,1.2,110,105.74
84,62.71,24.83,2,0.92,1.5,80,138.88
84,43.69,14.68,2,0.58,1.0,80,126.42
76,48.17,3.54,2,0.37,1.0,50,164.58
55,87.6,13.98,2,0.32,1.2,80,55.14
84,101.84,7.32,1,0.86,1.0,110,98.15
76,69.5,20.85,2,0.22,1.0,110,73.42
68,43.81,3.85,1,0.55,1.0,110,164.22
84,90.42,6.84,0,0.34,1.2,30,343.62
84,103.46,6.13,2,0.55,1.0,110,59.13
68,72.93,16.53,1,0.71,1.0,80,106.64
68,95.38,2.28,0,0.95,1.0,110,87.77
15,52.9,10.74,2,0.67,1.0,80,29.61
62,96.57,18.16,2,0.63,1.0,80,58.05
55,84.63,6.28,2,0.56,1.0,80,53.71
55,62.99,17.8,2,0.65,1.0,110,64.39
68,83.83,7.28,1,0.28,1.0,110,87.06
84,50.56,12.08,2,0.83,1.2,30,216.34
68,64.93,4.84,2,0.93,1.5,110,174.59
68,68.59,19.07,1,0.97,1.0,50,152.41
76,90.48,21.6,2,0.8,1.0,110,64.83
55,107.98,4.77,1,0.72,1.2,110,73.47
62,75.04,3.27,0,0.21,1.0,110,88.28
55,86.05,13.47,2,0.9,1.2,50,94.4
62,76.94,11.36,2,0.84,1.2,80,72.0
68,44.04,4.13,2,0.78,1.5,110,243.6
62,44.55,24.52,2,0.72,1.0,80,94.93
15,45.57,14.55,2,0.96,1.2,50,40.91
62,58.93,24.32,0,0.6,1.0,80,116.32
55,88.19,15.68,2,0.29,1.0,30,115.81
76,71.74,12.98,1,0.61,1.0,50,162.59
55,55.33,24.78,2,0.59,1.0,110,70.42
55,66.04,15.19,0,0.86,1.0,30,198.2
84,99.49,12.33,2,0.42,1.0,110,59.14
15,44.84,20.26,2,0.8,1.0,110,33.04
55,83.33,2.78,1,0.9,1.0,110,80.55
76,65.11,16.64,2,0.48,1.2,80,94.02
62,73.35,14.22,2,0.49,1.0,50,82.9
15,97.87,5.32,2,0.92,1.2,110,26.51
55,45.73,16.52,0,0.92,1.2,80,160.76
68,100.44,14.37,2,0.43,1.0,110,49.0
